PA,R,H,HR,RBI,HallOfFame
4646,532,1117,16,560,C
7,1,1,0,0,NC
79,9,16,0,14,NC
52,9,11,0,4,NC
6067,759,1678,77,798,NC
4278,427,1054,78,452,NC
177,22,34,0,14,NC
486,53,103,15,56,NC
1,0,0,0,0,NC
44,4,6,0,2,NC
12,2,3,0,2,NC
4864,668,1293,106,484,NC
5,0,0,0,0,NC
4815,627,1161,242,856,I
2894,356,623,103,402,NC
260,35,61,1,20,NC
10917,1668,2769,235,1139,C
2651,272,600,8,179,NC
4669,629,1205,17,324,C
27,3,5,0,2,NC
1537,157,349,21,134,NC
33,2,2,0,1,NC
3420,322,770,25,356,NC
7907,954,2026,201,806,C
4014,460,934,41,301,NC
152,10,27,2,13,NC
6,0,2,0,0,NC
0,0,0,0,0,NC
6458,733,1619,130,745,NC
0,1,0,0,0,NC
16,2,2,0,0,NC
2976,436,823,27,460,NC
2869,198,618,18,262,C
482,38,83,3,30,NC
36,4,5,0,0,NC
39,13,6,1,3,NC
11418,1551,2584,563,1702,I
176,21,34,8,21,NC
1755,208,413,22,225,NC
443,45,94,5,34,NC
1895,178,405,37,232,NC
9,0,0,0,0,NC
1689,190,414,20,146,NC
440,41,127,0,70,NC
320,10,52,2,15,NC
1,0,0,0,0,NC
58,8,8,0,4,NC
23,1,2,0,1,NC
1914,223,388,9,106,NC
1909,141,437,1,166,NC
558,82,131,1,49,NC
42,3,8,2,4,NC
63,1,8,0,3,NC
1913,195,428,68,234,NC
904,38,56,0,29,NC
141,15,25,2,11,NC
1833,243,422,5,90,NC
133,11,30,0,9,NC
327,37,73,0,33,NC
799,67,146,24,82,NC
2109,201,468,45,197,NC
114,13,23,0,5,NC
101,5,18,0,4,NC
2318,189,541,6,212,NC
3,0,0,0,0,NC
83,2,20,0,7,NC
67,3,12,0,4,NC
26,0,5,0,1,NC
4,1,1,0,0,NC
97,6,18,1,7,NC
36,5,8,1,5,NC
4406,712,1137,1,398,NC
94,5,20,0,5,NC
89,6,17,1,10,NC
12,1,3,0,1,NC
155,8,26,0,9,NC
13,1,1,0,1,NC
1519,161,358,0,120,NC
5178,585,1174,126,546,NC
5,0,1,0,1,NC
17,0,4,0,0,NC
176,10,34,2,14,NC
2092,180,443,4,198,NC
5842,811,1253,75,500,C
29,3,5,0,1,NC
3932,540,1116,16,501,NC
1,0,1,0,0,NC
219,20,40,0,17,NC
1326,163,313,50,186,NC
34,6,8,0,3,NC
18,2,4,0,2,NC
3356,343,708,104,415,NC
71,11,14,1,9,NC
8501,935,1855,70,558,C
44,2,6,0,1,NC
2095,173,457,36,214,NC
80,10,18,0,10,NC
1950,173,462,1,156,NC
6352,601,1792,190,990,I
2325,229,530,44,210,NC
684,59,154,10,64,NC
6719,877,1588,38,563,I
2,0,0,0,0,NC
32,2,3,0,0,NC
166,16,34,0,12,NC
1058,164,222,2,134,NC
30,6,7,0,0,NC
8,1,1,0,0,NC
2,0,0,0,0,NC
14,0,4,0,0,NC
96,9,25,0,7,NC
2883,294,755,64,381,NC
219,37,56,0,0,NC
4051,735,1141,65,621,NC
512,38,104,3,27,NC
3784,635,1055,12,337,NC
220,31,68,0,12,NC
2357,302,608,92,343,NC
31,5,9,1,7,NC
1165,158,257,4,61,NC
4483,380,1030,2,456,C
1397,145,296,35,126,NC
1,0,1,0,0,NC
290,29,70,1,19,NC
5412,565,1335,84,631,NC
1644,217,383,10,212,NC
69,6,9,0,2,NC
323,33,54,1,9,NC
337,22,74,0,24,NC
1561,159,300,53,164,NC
121,15,31,6,15,NC
96,17,17,0,3,NC
19,0,3,0,2,NC
21,2,7,0,3,NC
167,0,2,0,0,NC
9625,1156,2194,79,631,C
2992,276,587,12,253,NC
37,6,11,0,2,NC
1191,116,259,11,84,NC
3572,307,728,12,201,NC
25,2,4,0,1,NC
793,81,206,10,89,NC
27,5,4,0,0,NC
150,13,33,1,15,NC
14,3,5,0,0,NC
1522,133,344,29,192,NC
7,1,3,0,2,NC
1344,117,274,4,140,NC
9400,1189,2259,34,1137,NC
4714,365,1220,72,608,C
170,18,36,0,17,NC
5120,627,1196,250,822,C
122,8,25,1,12,NC
1086,173,286,55,154,NC
155,14,32,0,16,NC
3,0,0,0,0,NC
3,0,0,0,0,NC
406,42,75,10,45,NC
1107,109,230,11,109,NC
87,13,19,0,0,NC
1344,169,304,2,117,NC
12,0,1,0,1,NC
576,72,152,2,48,NC
2325,304,532,39,174,NC
16,1,3,0,1,NC
281,25,49,1,27,NC
8379,769,2016,138,853,I
1408,108,264,0,81,NC
983,81,197,3,92,NC
216,21,49,0,8,NC
25,2,3,0,1,NC
245,25,47,0,8,NC
254,22,49,9,26,NC
276,23,34,3,19,NC
2083,259,446,3,113,NC
1,0,0,0,0,NC
9665,1888,2721,493,1995,I
4034,413,764,86,382,C
728,55,177,0,55,NC
639,59,110,1,29,NC
244,7,44,0,12,NC
19,1,4,0,2,NC
20,2,3,0,0,NC
4282,573,1141,62,345,NC
105,11,22,0,6,NC
907,86,168,26,79,NC
3153,389,789,105,470,NC
125,17,28,0,0,NC
928,92,187,37,124,NC
6,1,1,0,1,NC
70,4,18,0,6,NC
605,64,131,0,25,NC
2020,232,460,2,100,NC
0,0,0,0,0,NC
751,67,134,12,53,NC
852,80,163,0,60,NC
3,0,0,0,0,NC
53,6,11,1,5,NC
4587,551,1087,174,616,NC
3,0,0,0,0,NC
3092,463,758,23,220,NC
9178,1171,2344,71,1021,C
27,6,6,2,2,NC
165,17,24,0,17,NC
687,76,133,13,51,NC
2,3,0,0,0,NC
2768,360,575,39,210,NC
2164,325,573,7,170,NC
5366,591,1289,27,586,NC
51,9,11,0,0,NC
1090,141,262,5,105,NC
2677,310,634,41,295,NC
29,4,6,0,0,NC
4,2,0,0,0,NC
491,56,107,13,47,NC
4892,573,1172,121,569,NC
47,6,12,2,6,NC
44,1,10,0,5,NC
935,77,134,0,29,NC
3002,328,658,92,336,NC
252,25,63,0,21,NC
80,7,18,2,11,NC
4181,381,876,70,410,C
69,6,16,0,1,NC
1,0,0,0,0,NC
219,19,43,3,17,NC
3,0,0,0,0,NC
55,10,12,1,0,NC
4,0,0,0,0,NC
200,16,41,0,12,NC
1383,146,348,10,131,NC
6791,874,1339,134,601,NC
159,8,28,1,15,NC
6040,992,1529,28,883,C
136,11,35,0,12,NC
541,61,131,6,64,NC
2141,220,440,10,204,NC
953,110,220,2,103,NC
420,52,98,5,39,NC
10075,1481,2429,519,1696,I
223,21,42,2,16,NC
1171,73,165,6,49,NC
4,0,2,0,3,NC
4,1,1,0,0,NC
22,2,5,0,0,NC
21,2,1,0,0,NC
177,19,33,3,15,NC
79,7,20,0,7,NC
389,28,43,11,34,NC
6520,735,1333,276,938,C
1123,82,236,14,126,NC
4981,552,1142,77,456,NC
1,0,0,0,0,NC
30,0,3,0,2,NC
1195,95,267,14,119,NC
77,8,16,2,14,NC
1319,137,238,6,127,NC
19,2,1,0,1,NC
49,9,11,0,5,NC
94,8,20,2,8,NC
5516,785,1415,21,377,C
52,5,18,1,3,NC
1085,122,242,3,67,NC
4179,748,888,17,437,NC
4034,448,860,54,388,NC
286,28,63,4,21,NC
2948,336,574,96,335,NC
4730,565,1196,93,524,C
622,56,138,18,70,NC
718,89,160,8,72,NC
4355,449,1073,7,308,C
143,11,25,1,9,NC
27,4,4,0,0,NC
482,58,111,18,58,NC
77,6,21,0,4,NC
1202,180,340,1,131,NC
132,22,26,7,16,NC
2,0,1,0,0,NC
14,4,4,1,3,NC
4062,523,980,64,439,NC
5248,688,1347,46,512,NC
3130,754,926,13,366,NC
1397,112,244,24,139,NC
8059,940,2091,191,1097,C
32,4,8,0,5,NC
7943,976,2046,286,1278,C
114,6,19,0,6,NC
403,36,89,0,28,NC
1720,188,384,63,226,NC
1361,127,185,9,57,NC
13,0,5,0,1,NC
127,11,21,0,11,NC
7,0,0,0,0,NC
2191,194,483,49,208,NC
74,8,14,0,2,NC
4040,487,945,40,486,C
4575,464,884,154,523,NC
1348,148,324,14,131,NC
5,1,1,0,0,NC
1307,128,263,13,130,NC
7,0,2,0,1,NC
282,21,53,3,24,NC
1104,120,230,10,70,NC
3898,472,920,34,459,NC
111,14,28,2,17,NC
3114,404,795,28,417,NC
494,45,82,3,28,NC
4,0,1,0,0,NC
125,13,31,0,8,NC
63,4,10,0,4,NC
59,6,14,1,6,NC
725,96,184,0,64,NC
73,7,11,1,3,NC
8,0,0,0,0,NC
980,79,199,20,100,NC
2134,314,518,35,281,NC
7516,755,1830,217,920,C
7008,885,1557,43,774,NC
4715,576,1058,17,296,NC
1,0,0,0,0,NC
467,19,59,0,19,NC
6580,952,1483,325,1006,C
1214,77,182,7,62,NC
